"id","ICD-9 code","ICD-9 code descriptor","ICD-10 Code","ICD-10 descriptor","Created at","Updated at"
"9947","2327","Ca in situ skin leg","D0470","Carcinoma in situ of skin of lower limb, including hip","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9948","2326","Ca in situ skin arm","D0460","Carcinoma in situ of skin of upper limb, including shoulder","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9949","2325","Ca in situ skin trunk","D045","Carcinoma in situ of skin of trunk, except scrotum","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9950","2324","Ca in situ scalp","D044","Carcinoma in situ of scalp and skin of neck","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9951","2323","Ca in situ skin face NEC","D0430","Carcinoma in situ of skin of other and unspecified parts of face","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9952","2322","Ca in situ skin ear","D0420","Carcinoma in situ of skin of ear and external auditory canal","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9953","2321","Ca in situ eyelid","D0410","Carcinoma in situ of eyelid, including canthus","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9954","2320","Ca in situ skin lip","D040","Carcinoma in situ of skin of lip","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9955","2319","Ca in situ resp sys NOS","D024","Carcinoma in situ of respiratory system, part unspecified","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9956","2318","Ca in situ resp sys NEC","D023","Carcinoma in situ of other specified parts of respiratory system","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9957","2312","Ca in situ bronchus/lung","D0220","Carcinoma in situ of bronchus and lung","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9958","2311","Ca in situ trachea","D021","Carcinoma in situ of trachea","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9959","2310","Ca in situ larynx","D020","Carcinoma in situ of larynx","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9960","2309","Ca in situ GI NEC/NOS","D017","Carcinoma in situ of other and unspecified digestive organs","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9961","2308","Ca in situ liver/biliary","D015","Carcinoma in situ of liver and biliary system","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9962","2307","Ca in situ bowel NEC/NOS","D0140","Carcinoma in situ of other and unspecified parts of intestine","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9963","2305","Ca in situ anal canal","D013","Carcinoma in situ of anal canal","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9964","2306","Ca in situ anus NOS","D013","Carcinoma in situ of anus, unspecified","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9965","2304","Ca in situ rectum","D011","Carcinoma in situ of rectum","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9966","2303","Ca in situ colon","D010","Carcinoma in situ of colon","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9967","2302","Ca in situ stomach","D002","Carcinoma in situ of stomach","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9968","2301","Ca in situ esophagus","D001","Carcinoma in situ of esophagus","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9969","2300","Ca in situ oral cav/phar","D0000","Carcinoma in situ of lip, oral cavity, and pharynx","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9970","20230","Mlg hist unsp xtrndl org","C96A","Malignant histiocytosis, unspecified site, extranodal and solid organ sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9971","20291","Lymphoid mal NEC head","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9972","20292","Lymphoid mal NEC thorax","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9973","20293","Lymphoid mal NEC abdom","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9974","20294","Lymphoid mal NEC axilla","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9975","20295","Lymphoid mal NEC inguin","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9976","20296","Lymphoid mal NEC pelvic","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9977","20297","Lymphoid mal NEC spleen","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9978","20298","Lymphoid mal NEC mult","C969","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9979","27789","Metabolism disorder NEC","C965","Other specified disorders of metabolism","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9980","20290","Unsp lym unsp xtrndl org","C964","Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9981","20260","Mlg mast unsp xtrndl org","C962","Malignant mast cell tumors, unspecified site, extranodal and solid organ sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9982","20250","Ltr-siwe unsp xtrndl org","C960","Letterer-siwe disease, unspecified site, extranodal and solid organ sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9983","20822","Sbac leu uns cl-relapse","C9592","Subacute leukemia of unspecified cell type, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9984","20882","Oth leuk uns cl-relapse","C9592","Other leukemia of unspecified cell type, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9985","20892","Leukemia NOS in relapse","C9592","Unspecified leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9986","20821","Sbac leuk uns cl w rmson","C9591","Subacute leukemia of unspecified cell type, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9987","20881","Oth leuk uns cl w rmson","C9591","Other leukemia of unspecified cell type, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9988","20891","Leukemia NOS w remission","C9591","Unspecified leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9989","20820","Sbc leu un cl wo ah rmsn","C9590","Subacute leukemia of unspecified cell type, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9990","20880","Ot leu un cl wo ach rmsn","C9590","Other leukemia of unspecified cell type, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9991","20890","Leuk NOS w/o achv rmsn","C9590","Unspecified leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9992","20812","Ch leu uns cl in relapse","C9512","Chronic leukemia of unspecified cell type, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9993","20811","Chr leuk uns cl w rmson","C9511","Chronic leukemia of unspecified cell type, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9994","20810","Ch leu un cl wo ach rmsn","C9510","Chronic leukemia of unspecified cell type, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9995","20802","Ac leuk uns cl relapse","C9502","Acute leukemia of unspecified cell type, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9996","20801","Act leuk uns cl w rmson","C9501","Acute leukemia of unspecified cell type, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9997","20800","Ac leu un cl wo ach rmsn","C9500","Acute leukemia of unspecified cell type, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9998","20782","Oth spf leuk in relapse","C9432","Other specified leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"9999","20781","Oth spf leuk w remsion","C9431","Other specified leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10000","20780","Oth leuk w/o achv rmsn","C9430","Other specified leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10001","20722","Mgkrycyt leuk in relapse","C9422","Megakaryocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10002","20721","Mgkrycyt leuk w rmsion","C9421","Megakaryocytic leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10003","20720","Mgkrcyt leuk wo ach rmsn","C9420","Megakaryocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10004","20702","Ac erth/erylk in relapse","C9402","Acute erythremia and erythroleukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10005","20701","Act erth/erylk w rmson","C9401","Acute erythremia and erythroleukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10006","20700","Ac erth/erlk wo ach rmsn","C9400","Acute erythremia and erythroleukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10007","20622","Sbac mono leu in relapse","C9392","Subacute monocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10008","20692","Mono leuk NOS relapse","C9392","Unspecified monocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10009","20621","Sbac mono leuk w rmsion","C9391","Subacute monocytic leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10010","20691","Uns mono leuk w rmsion","C9391","Unspecified monocytic leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10011","20620","Sbac mno leu wo ach rmsn","C9390","Subacute monocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10012","20690","Uns mno leu wo ach rmsn","C9390","Unspecified monocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10013","20682","Oth mono leuk in relapse","C9332","Other monocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10014","20681","Oth mono leuk w rmsion","C9331","Other monocytic leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10015","20680","Ot mono leu wo achv rmsn","C9330","Other monocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10016","20612","Chr mono leuk in relapse","C9312","Chronic monocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10017","20611","Chr mono leuk w rmsion","C9311","Chronic monocytic leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10018","20610","Ch mono leu wo achv rmsn","C9310","Chronic monocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10019","20602","Act mono leuk in relapse","C9302","Acute monocytic leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10020","20601","Act mono leuk w rmsion","C9301","Acute monocytic leukemia,in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10021","20600","Ac mono leu wo achv rmsn","C9300","Acute monocytic leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10022","20582","Oth myel leuk in relapse","C92Z2","Other myeloid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10023","20581","Oth myl leuk w rmsion","C92Z1","Other myeloid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10024","20580","Oth my leuk wo achv rmsn","C92Z0","Other myeloid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10025","20592","Myel leuk NOS in relapse","C9292","Unspecified myeloid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10026","20591","Uns myl leuk w rmsion","C9291","Unspecified myeloid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10027","20590","Uns my leu wo ach rmsn","C9290","Unspecified myeloid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10028","20532","Myel sarcoma in relapse","C9232","Myeloid sarcoma, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10029","20531","Myl srcoma w rmsion","C9231","Myeloid sarcoma, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10030","20530","Myl sarcoma wo achv rmsn","C9230","Myeloid sarcoma, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10031","20522","Sbac myl leuk in relapse","C9222","Subacute myeloid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10032","20521","Sbac myl leuk w rmsion","C9221","Subacute myeloid leukemia,in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10033","20520","Sbac myl leu wo ach rmsn","C9220","Subacute myeloid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10034","20512","Chr myel leuk in relapse","C9212","Chronic myeloid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10035","20511","Chr myl leuk w rmsion","C9211","Chronic myeloid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10036","20510","Ch myl leuk wo achv rmsn","C9210","Chronic myeloid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10037","20502","Act myel leuk in relapse","C9202","Acute myeloid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10038","20501","Act myl leuk w rmsion","C9201","Acute myeloid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10039","20500","Ac myl leuk wo achv rmsn","C9200","Acute myeloid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10040","20492","Lymp leuk NOS relapse","C9192","Unspecified lymphoid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10041","20491","Uns lym leuk w rmsion","C9191","Unspecified lymphoid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10042","20490","Uns lym leu wo ach rmsn","C9190","Unspecified lymphoid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10043","20240","Lk rtctl unsp xtrndl org","C9140","Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10044","20482","Oth lym leuk in relapse","C9132","Other lymphoid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10045","20481","Oth lym leuk w rmsion","C9131","Other lymphoid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10046","20480","Oth lym leu wo achv rmsn","C9130","Other lymphoid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10047","20412","Chr lymp leuk in relapse","C9112","Chronic lymphoid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10048","20411","Chr lym leuk w rmsion","C9111","Chronic lymphoid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10049","20410","Ch lym leuk wo achv rmsn","C9110","Chronic lymphoid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10050","20402","Act lymp leuk in relapse","C9102","Acute lymphoid leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10051","20401","Act lym leuk w rmsion","C9101","Acute lymphoid leukemia, in remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10052","20400","Ac lym leuk wo achv rmsn","C9100","Acute lymphoid leukemia, without mention of having achieved remission","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10053","20382","Oth imnprlf neo-relapse","C9022","Other immunoproliferative neoplasms, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
"10054","20312","Plsm cel leuk in relapse","C9012","Plasma cell leukemia, in relapse","2020-10-14T04:48:10.000000Z","2020-10-14T04:48:10.000000Z"
