Counter,ICD-10 code,WHO update 1=Add 2=Del,ICD-10 code descriptor,ICD-10-AM Map,Aust update 1=Add 2=Del,Additive Map (+),ICD-10-AM code descriptor
10496,Q55.6,,Other congenital malformations of penis,Q55.60,,,"Congenital malformation of penis, unspecified"
10497,Q55.6,,Other congenital malformations of penis,Q55.69,,,Other congenital malformations of penis
10498,Q55.6,,Other congenital malformations of penis,Q55.61,,,Congenital circumcision
10499,Q55.6,,Other congenital malformations of penis,Q55.62,,,Congenital dysplasia of penis
10500,Q55.6,,Other congenital malformations of penis,Q55.63,,,Congenital curvature of penis
10501,Q55.6,,Other congenital malformations of penis,Q55.64,,,Congenital hooded prepuce
10502,Q55.6,,Other congenital malformations of penis,Q55.65,,,Congenital hypoplasia of penis
10503,Q55.8,,Other specified congenital malformations of male genital organs,Q55.8,,,Other specified congenital malformations of male genital organs
10504,Q55.9,,"Congenital malformation of male genital organ, unspecified",Q55.9,,,"Congenital malformation of male genital organ, unspecified"
10505,Q56.0,,"Hermaphroditism, not elsewhere classified",Q56.0,,,"Hermaphroditism, not elsewhere classified"
10506,Q56.1,,"Male pseudohermaphroditism, not elsewhere classified",Q56.1,,,"Male pseudohermaphroditism, not elsewhere classified"
10507,Q56.2,,"Female pseudohermaphroditism, not elsewhere classified",Q56.2,,,"Female pseudohermaphroditism, not elsewhere classified"
10508,Q56.3,,"Pseudohermaphroditism, unspecified",Q56.3,,,"Pseudohermaphroditism, unspecified"
10509,Q56.4,,"Indeterminate sex, unspecified",Q56.41,,,Ambiguous genitalia
10510,Q56.4,,"Indeterminate sex, unspecified",Q56.42,,,Indeterminate sex
10511,Q60.0,,"Renal agenesis, unilateral",Q60.0,,,"Renal agenesis, unilateral"
10512,Q60.1,,"Renal agenesis, bilateral",Q60.1,,,"Renal agenesis, bilateral"
10513,Q60.2,,"Renal agenesis, unspecified",Q60.2,,,"Renal agenesis, unspecified"
10514,Q60.3,,"Renal hypoplasia, unilateral",Q60.3,,,"Renal hypoplasia, unilateral"
10515,Q60.4,,"Renal hypoplasia, bilateral",Q60.4,,,"Renal hypoplasia, bilateral"
10516,Q60.5,,"Renal hypoplasia, unspecified",Q60.5,,,"Renal hypoplasia, unspecified"
10517,Q60.6,,Potter's syndrome,Q60.6,,,Potter's syndrome
10518,Q61.0,,Congenital single renal cyst,Q61.0,,,Congenital single renal cyst
10519,Q61.1,,"Polycystic kidney, autosomal recessive",Q61.1,,,"Polycystic kidney, autosomal recessive"
10520,Q61.2,,"Polycystic kidney, autosomal dominant",Q61.2,,,"Polycystic kidney, autosomal dominant"
10521,Q61.3,,"Polycystic kidney, unspecified",Q61.3,,,"Polycystic kidney, unspecified"
10522,Q61.4,,Renal dysplasia,Q61.40,,,"Renal dysplasia, unspecified"
10523,Q61.4,,Renal dysplasia,Q61.41,,,"Cystic renal dysplasia, unilateral"
10524,Q61.4,,Renal dysplasia,Q61.42,,,"Cystic renal dysplasia, bilateral"
10525,Q61.4,,Renal dysplasia,Q61.43,,,"Cystic renal dysplasia, unspecified"
10526,Q61.4,,Renal dysplasia,Q61.44,,,"Renal dysplasia, unilateral"
10527,Q61.4,,Renal dysplasia,Q61.45,,,"Renal dysplasia, bilateral"
10528,Q61.5,,Medullary cystic kidney,Q61.50,,,"Medullary cystic kidney, unspecified"
10529,Q61.5,,Medullary cystic kidney,Q61.51,,,Juvenile medullary cystic kidney
10530,Q61.5,,Medullary cystic kidney,Q61.52,,,Adult type medullary cystic kidney
10531,Q61.8,,Other cystic kidney diseases,Q61.8,,,Other cystic kidney diseases
10532,Q61.9,,"Cystic kidney disease, unspecified",Q61.9,,,"Cystic kidney disease, unspecified"
10533,Q62.0,,Congenital hydronephrosis,Q62.0,,,Congenital hydronephrosis
10534,Q62.1,,Atresia and stenosis of ureter,Q62.19,,,"Stenosis of ureter, bilateral"
10535,Q62.1,,Atresia and stenosis of ureter,Q62.15,,,"Atresia of ureter, unilateral"
10536,Q62.1,,Atresia and stenosis of ureter,Q62.16,,,"Atresia of ureter, bilateral"
10537,Q62.1,,Atresia and stenosis of ureter,Q62.17,,,"Stenosis of ureter, unilateral"
10538,Q62.2,,Congenital megaloureter,Q62.2,,,Congenital megaloureter
10539,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.39,,,Other congenital obstructive defects of renal pelvis and ureter
10540,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.30,,,"Congenital obstructive defect of renal pelvis and ureter, unspecified"
10541,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.31,,,Ectopic ureterocele
10542,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.32,,,Orthotopic ureterocele
10543,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.33,,,Congenital polyp of ureter
10544,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.34,,,Congenital hydroureter
10545,Q62.3,,Other obstructive defects of renal pelvis and ureter,Q62.35,,,"Congenital ureterocoele, not elsewhere classified"
10546,Q62.4,,Agenesis of ureter,Q62.4,,,Agenesis of ureter
10547,Q62.5,,Duplication of ureter,Q62.59,,,Other duplication of ureter
10548,Q62.5,,Duplication of ureter,Q62.51,,,Double ureter
10549,Q62.5,,Duplication of ureter,Q62.52,,,Triple ureter
10550,Q62.6,,Malposition of ureter,Q62.60,,,"Malposition of ureter, unspecified ureteric drainage site"
10551,Q62.6,,Malposition of ureter,Q62.69,,,"Malposition of ureter, ureteric drainage via other site"
10552,Q62.6,,Malposition of ureter,Q62.61,,,"Malposition of ureter, ureteric drainage via bladder neck"
10553,Q62.6,,Malposition of ureter,Q62.62,,,"Malposition of ureter, ureteric drainage via urethra"
10554,Q62.6,,Malposition of ureter,Q62.63,,,"Malposition of ureter, ureteric drainage via vagina"
10555,Q62.6,,Malposition of ureter,Q62.64,,,"Malposition of ureter, ureteric drainage via vulva"
10556,Q62.6,,Malposition of ureter,Q62.65,,,"Malposition of ureter, ureteric drainage via vas deferens"
10557,Q62.6,,Malposition of ureter,Q62.66,,,"Malposition of ureter, ureteric drainage via seminal vesicles"
10558,Q62.7,,Congenital vesico-uretero-renal reflux,Q62.70,,,"Congenital vesico-uretero-renal reflux, unspecified"
10559,Q62.7,,Congenital vesico-uretero-renal reflux,Q62.71,,,"Congenital vesico-uretero-renal reflux, unilateral"
10560,Q62.7,,Congenital vesico-uretero-renal reflux,Q62.72,,,"Congenital vesico-uretero-renal reflux, bilateral"
10561,Q62.8,,Other congenital malformations of ureter,Q62.8,,,Other congenital malformations of ureter
10562,Q63.0,,Accessory kidney,Q63.09,,,Other accessory kidney
10563,Q63.0,,Accessory kidney,Q63.01,,,Double kidney
10564,Q63.0,,Accessory kidney,Q63.02,,,Triple kidney
10565,Q63.1,,"Lobulated, fused and horseshoe kidney",Q63.10,,,"Renal fusion anomaly, unspecified"
10566,Q63.1,,"Lobulated, fused and horseshoe kidney",Q63.19,,,Other specified renal fusion anomaly
10567,Q63.1,,"Lobulated, fused and horseshoe kidney",Q63.11,,,Horseshoe kidney
10568,Q63.1,,"Lobulated, fused and horseshoe kidney",Q63.12,,,Congenital lobulated kidney without ectopia
10569,Q63.2,,Ectopic kidney,Q63.20,,,"Renal ectopia, unspecified"
10570,Q63.2,,Ectopic kidney,Q63.29,,,Other specified renal ectopia
10571,Q63.2,,Ectopic kidney,Q63.21,,,Pelvic kidney
10572,Q63.2,,Ectopic kidney,Q63.22,,,Crossed ectopia of kidney without fusion anomaly
10573,Q63.2,,Ectopic kidney,Q63.23,,,Crossed ectopia of kidney with fusion anomaly
10574,Q63.3,,Hyperplastic and giant kidney,Q63.3,,,Hyperplastic and giant kidney
10575,Q63.8,,Other specified congenital malformations of kidney,Q63.89,,,Other specified congenital malformations of kidney
10576,Q63.8,,Other specified congenital malformations of kidney,Q63.81,,,Congenital calyceal diverticulum
10577,Q63.8,,Other specified congenital malformations of kidney,Q63.82,,,Congenital renal calculi
10578,Q63.9,,"Congenital malformation of kidney, unspecified",Q63.9,,,"Congenital malformation of kidney, unspecified"
10579,Q64.0,,Epispadias,Q64.0,,,Epispadias
10580,Q64.1,,Exstrophy of urinary bladder,Q64.19,,,Exstrophy of urinary bladder
10581,Q64.1,,Exstrophy of urinary bladder,Q64.11,,,Cloacal exstrophy
10582,Q64.2,,Congenital posterior urethral valves,Q64.20,,,"Congenital urethral valves, unspecified"
10583,Q64.2,,Congenital posterior urethral valves,Q64.21,,,Congenital posterior urethral valves
10584,Q64.2,,Congenital posterior urethral valves,Q64.22,,,Congenital anterior urethral valves
10585,Q64.3,,Other atresia and stenosis of urethra and bladder neck,Q64.39,,,Other atresia and stenosis of urethra and bladder neck
10586,Q64.3,,Other atresia and stenosis of urethra and bladder neck,Q64.31,,,Congenital bladder neck obstruction
10587,Q64.3,,Other atresia and stenosis of urethra and bladder neck,Q64.32,,,Congenital stricture of urethra
10588,Q64.3,,Other atresia and stenosis of urethra and bladder neck,Q64.33,,,Congenital stricture of urethral meatus
10589,Q64.3,,Other atresia and stenosis of urethra and bladder neck,Q64.34,,,Hypoplasia of urethra
10590,Q64.4,,Malformation of urachus,Q64.49,,,Other specified malformation of urachus
10591,Q64.4,,Malformation of urachus,Q64.41,,,Cyst of urachus
10592,Q64.4,,Malformation of urachus,Q64.42,,,Patent urachus
10593,Q64.4,,Malformation of urachus,Q64.43,,,Urachal diverticulum
10594,Q64.5,,Congenital absence of bladder and urethra,Q64.51,,,Congenital absence of bladder
10595,Q64.5,,Congenital absence of bladder and urethra,Q64.52,,,Congenital absence of urethra
10596,Q64.6,,Congenital diverticulum of bladder,Q64.6,,,Congenital diverticulum of bladder
10597,Q64.7,,Other congenital malformations of bladder and urethra,Q64.79,,,Other congenital malformations of bladder and urethra
10598,Q64.7,,Other congenital malformations of bladder and urethra,Q64.71,,,Congenital anterior urethral diverticulum
10599,Q64.7,,Other congenital malformations of bladder and urethra,Q64.72,,,Congenital prolapse of bladder (mucosa)
10600,Q64.7,,Other congenital malformations of bladder and urethra,Q64.73,,,Double urethra
10601,Q64.7,,Other congenital malformations of bladder and urethra,Q64.74,,,Ectopic urethra or urethral orifice
10602,Q64.7,,Other congenital malformations of bladder and urethra,Q64.75,,,Congenital gastrointestinal-urinary tract fistula
10603,Q64.7,,Other congenital malformations of bladder and urethra,Q64.76,,,Congenital megaurethra
10604,Q64.7,,Other congenital malformations of bladder and urethra,Q64.77,,,Megacystitis-megaureter syndrome
10605,Q64.7,,Other congenital malformations of bladder and urethra,Q64.78,,,Congenital urethral syringocele
10606,Q64.8,,Other specified congenital malformations of urinary system,Q64.8,,,Other specified congenital malformations of urinary system
10607,Q64.9,,"Congenital malformation of urinary system, unspecified",Q64.9,,,"Congenital malformation of urinary system, unspecified"
10608,Q65.0,,"Congenital dislocation of hip, unilateral",Q65.0,,,"Congenital dislocation of hip, unilateral"
10609,Q65.1,,"Congenital dislocation of hip, bilateral",Q65.1,,,"Congenital dislocation of hip, bilateral"
10610,Q65.2,,"Congenital dislocation of hip, unspecified",Q65.2,,,"Congenital dislocation of hip, unspecified"
10611,Q65.3,,"Congenital subluxation of hip, unilateral",Q65.3,,,"Congenital subluxation of hip, unilateral"
10612,Q65.4,,"Congenital subluxation of hip, bilateral",Q65.4,,,"Congenital subluxation of hip, bilateral"
10613,Q65.5,,"Congenital subluxation of hip, unspecified",Q65.5,,,"Congenital subluxation of hip, unspecified"
10614,Q65.6,,Unstable hip,Q65.60,,,"Unstable hip, unspecified"
10615,Q65.6,,Unstable hip,Q65.61,,,"Unstable hip, unilateral"
10616,Q65.6,,Unstable hip,Q65.62,,,"Unstable hip, bilateral"
10617,Q65.8,,Other congenital deformities of hip,Q65.89,,,Other congenital deformities of hip
10618,Q65.8,,Other congenital deformities of hip,Q65.81,,,Congenital coxa valga
10619,Q65.8,,Other congenital deformities of hip,Q65.82,,,Congenital coxa vara
10620,Q65.9,,"Congenital deformity of hip, unspecified",Q65.9,,,"Congenital deformity of hip, unspecified"
10621,Q66.0,,Talipes equinovarus,Q66.00,,,"Talipes equinovarus, unspecified"
10622,Q66.0,,Talipes equinovarus,Q66.01,,,Structural talipes equinovarus
10623,Q66.0,,Talipes equinovarus,Q66.02,,,Positional talipes equinovarus
10624,Q66.1,,Talipes calcaneovarus,Q66.1,,,Talipes calcaneovarus
10625,Q66.2,,Metatarsus varus,Q66.2,,,Metatarsus varus
10626,Q66.3,,Other congenital varus deformities of feet,Q66.3,,,Other congenital varus deformities of feet
10627,Q66.4,,Talipes calcaneovalgus,Q66.4,,,Talipes calcaneovalgus
10628,Q66.5,,Congenital pes planus,Q66.5,,,Congenital pes planus
10629,Q66.6,,Other congenital valgus deformities of feet,Q66.6,,,Other congenital valgus deformities of feet
10630,Q66.7,,Pes cavus,Q66.7,,,Pes cavus
10631,Q66.8,,Other congenital deformities of feet,Q66.89,,,Other congenital deformities of feet
10632,Q66.8,,Other congenital deformities of feet,Q66.81,,,"Other congenital deformities of feet, clawfoot"
10633,Q66.8,,Other congenital deformities of feet,Q66.82,,,Congenital hammer toe
10634,Q66.8,,Other congenital deformities of feet,Q66.83,,,Congenital shortening of Achilles tendon
10635,Q66.8,,Other congenital deformities of feet,Q66.84,,,Congenital spade-like foot
10636,Q66.9,,"Congenital deformity of feet, unspecified",Q66.9,,,"Congenital deformity of feet, unspecified"
10637,Q67.0,,Facial asymmetry,Q67.0,,,Facial asymmetry
10638,Q67.1,,Compression facies,Q67.1,,,Compression facies
10639,Q67.2,,Dolichocephaly,Q67.2,,,Dolichocephaly
10640,Q67.3,,Plagiocephaly,Q67.3,,,Plagiocephaly
10641,Q67.4,,"Other congenital deformities of skull, face and jaw",Q67.49,,,"Other congenital deformities of skull, face and jaw"
10642,Q67.4,,"Other congenital deformities of skull, face and jaw",Q67.41,,,Depressions in skull
10643,Q67.4,,"Other congenital deformities of skull, face and jaw",Q67.42,,,"Deviation of nasal septum, congenital"
10644,Q67.4,,"Other congenital deformities of skull, face and jaw",Q67.43,,,Congenital hemifacial atrophy
10645,Q67.4,,"Other congenital deformities of skull, face and jaw",Q67.44,,,Congenital hemifacial hypertrophy
10646,Q67.5,,Congenital deformity of spine,Q67.59,,,Other specified congenital deformity of spine
10647,Q67.5,,Congenital deformity of spine,Q67.51,,,"Congenital scoliosis, postural"
10648,Q67.5,,Congenital deformity of spine,Q67.52,,,Congenital postural curvature of spine
10649,Q67.6,,Pectus excavatum,Q67.6,,,Pectus excavatum
10650,Q67.7,,Pectus carinatum,Q67.7,,,Pectus carinatum
10651,Q67.8,,Other congenital deformities of chest,Q67.8,,,Other congenital deformities of chest
10652,Q68.0,,Congenital deformity of sternocleidomastoid muscle,Q68.00,,,"Congenital deformity of sternocleidomastoid muscle, unspecified"
10653,Q68.0,,Congenital deformity of sternocleidomastoid muscle,Q68.01,,,Congenital torticollis
10654,Q68.0,,Congenital deformity of sternocleidomastoid muscle,Q68.02,,,Congenital contracture of sternocleidomastoid muscle
10655,Q68.0,,Congenital deformity of sternocleidomastoid muscle,Q68.03,,,Congenital sternomastoid lesion
10656,Q68.1,,Congenital deformity of hand,Q68.10,,,"Congenital deformity of hand, unspecified"
10657,Q68.1,,Congenital deformity of hand,Q68.19,,,Other congenital deformities of hand
10658,Q68.1,,Congenital deformity of hand,Q68.11,,,Congenital clubhand
10659,Q68.1,,Congenital deformity of hand,Q68.12,,,Congenital spade-like hand
10660,Q68.1,,Congenital deformity of hand,Q68.13,,,Congenital accessory carpal bones
10661,Q68.1,,Congenital deformity of hand,Q68.14,,,Congenital macrodactylia
10662,Q68.1,,Congenital deformity of hand,Q68.15,,,Congenital triphalangeal thumb
10663,Q68.2,,Congenital deformity of knee,Q74.10,,,"Congenital malformation of knee, unspecified"
10664,Q68.2,,Congenital deformity of knee,Q74.19,,,Other congenital malformations of knee
10665,Q68.2,,Congenital deformity of knee,Q74.11,,,Congenital absence of patella
10666,Q68.2,,Congenital deformity of knee,Q74.12,,,Congenital dislocation of patella
10667,Q68.2,,Congenital deformity of knee,Q74.13,,,Rudimentary patella
10668,Q68.2,,Congenital deformity of knee,Q74.14,,,Genu valgum
10669,Q68.2,,Congenital deformity of knee,Q74.15,,,Genu varum
10670,Q68.3,,Congenital bowing of femur,Q68.3,,,Congenital bowing of femur
10671,Q68.4,,Congenital bowing of tibia and fibula,Q68.4,,,Congenital bowing of tibia and fibula
10672,Q68.5,,"Congenital bowing of long bones of leg, unspecified",Q68.5,,,"Congenital bowing of long bones of leg, unspecified"
10673,Q68.8,,Other specified congenital musculoskeletal deformities,Q79.89,,,Other congenital malformations of musculoskeletal system
10674,Q69.0,,Accessory finger(s),Q69.0,,,Accessory finger(s)
10675,Q69.1,,Accessory thumb(s),Q69.1,,,Accessory thumb(s)
10676,Q69.2,,Accessory toe(s),Q69.29,,,Other accessory toe(s)                                             
